pid,label,sent1,sent2,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38,pred39,pred40,pred41,pred42,pred43,pred44,pred45,pred46,pred47,pred48,pred49,pred50,pred51,pred52,pred53,pred54,pred55,pred56,pred57,pred58,pred59,pred60,pred61,pred62,pred63,pred64,pred65,pred66,pred67,pred68,pred69,pred70,pred71,pred72,pred73,pred74,pred75,pred76,pred77,pred78,pred79,pred80,pred81,pred82,pred83,pred84,pred85,pred86,pred87,pred88,pred89,pred90,pred91,pred92,pred93,pred94,pred95
12,2.0,bupropion  wellbutrin xl  300 mg tablet sustained release 24 hour 1 tablet by mouth one time daily.,flintstones complete chewable tablet 1 tablet by mouth two times a day.,1.9144859,1.3239622,1.8946667,1.3239603,1.5082594,1.8916155,1.89462,1.4769919,1.6810322,1.6399146,2.0277572,1.6399146,1.6810331,1.4769903,1.1207011,1.668722,1.6390867,1.9669175,1.8584719,2.0277576,1.8584694,1.9714156,1.9714152,1.6777757,1.5082588,1.8916209,1.1206927,1.9144822,1.6777805,1.6390882,1.9669234,1.6687202,1.5856966,1.8190042,1.9488971,1.8190037,1.6473094,1.841935,1.949205,1.955248,1.7576572,1.7747272,1.7574968,1.7747265,1.7576551,1.8631339,1.9229302,1.570227,1.5442369,2.0790317,1.8494922,1.7574856,1.8495024,2.0701401,2.0701404,1.8214381,1.6472887,1.8419346,1.9230478,1.5801842,1.7547,1.5438894,2.0790265,1.5702261,1.52192,1.5537878,1.2398968,1.5515281,1.5137205,1.5112475,1.1528999,1.8315175,1.3947704,1.0917544,1.5800393,1.1145575,1.3962717,1.8316203,0.94020575,1.9351935,1.3938175,1.6748652,1.3638724,1.5810589,1.372203,1.6916791,1.6907494,1.5687863,1.550366,1.5149919,1.0660278,1.5206946,1.6366755,1.3937764,1.6684874,1.9274161
13,5.0,the remainder of a complete comprehensive multi-system review of systems is negative except as above., the remainder of the complete comprehensive multisystem review of systems is negative except as above.,4.546724,4.8017516,5.0507793,4.8017516,5.005046,4.8573523,5.0507417,4.944655,5.002967,4.8860774,5.0613832,4.8860784,5.002966,4.944655,4.5272603,5.0832367,4.6608443,5.0868406,4.8672605,5.0613837,4.8672595,5.0956125,5.095613,4.9898057,5.005045,4.8573513,4.5273027,4.546724,4.989805,4.660845,5.0868406,5.083236,4.569077,4.7480526,4.791075,4.7480516,4.9565187,4.6462703,4.7912188,4.8463173,4.6519046,4.7589154,4.9967585,4.758913,4.6520367,4.8254447,4.856501,5.048576,4.592679,4.822335,4.673864,4.996776,4.6738586,4.8313017,4.8313017,4.705331,4.9566274,4.646263,4.856523,4.5787177,4.705303,4.593096,4.8223305,5.0485725,4.7356234,4.7379675,4.9285607,4.7379804,5.0798917,4.8747463,4.897732,5.156795,5.027311,4.9869614,4.9255586,4.9797807,5.017931,5.144345,5.1629786,5.0421915,4.63973,5.003019,4.95634,4.9263067,4.9515357,5.1233363,5.122892,5.067223,5.075242,4.927934,5.1771154,4.625117,4.9964404,4.639887,4.996714,5.041803
14,3.25," no: new confusion or inability to stay alert and awake; feeling like you are going to pass out every time you stand (or sit) up; blue or dusky lips, skin or nail beds; purple or red rash blotches that stay when pressed by a glass (purpural rash); newly stiff or painful neck or puffiness around the eyes"," no: newly stiff or painful neck; purple or red rash blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow or currently struggling to breathe, even while inactive or resting",3.2989256,2.656216,2.869086,2.6562157,2.9738579,2.7822633,2.8690217,2.8420532,3.307349,2.9481642,3.1352127,2.9481633,3.307351,2.8420544,2.5885062,3.4510765,3.5025067,2.82581,3.0597994,3.135211,3.059799,2.8318152,2.8318188,3.053548,2.9738576,2.7822604,2.588471,3.298925,3.053559,3.5025063,2.825809,3.4510765,3.4197774,2.9312465,3.0278714,2.9312453,3.4640367,2.8870091,3.027721,3.2869835,3.2905312,3.0137825,3.4282384,3.0137837,3.2906144,3.436601,3.0869093,3.3808994,3.3563855,2.8017359,3.1290348,3.428213,3.129035,2.9312093,2.9312096,3.2679045,3.4640498,2.887012,3.0870466,3.4128804,3.2968514,3.3594344,2.8017378,3.3808885,3.2314856,2.9712448,2.8576903,2.9681714,3.0805197,3.0129652,2.9080362,3.0277905,3.2813897,2.7692623,3.2216823,2.764984,3.2788649,3.0488784,2.9430432,3.414299,3.3030636,3.0326107,2.8262794,3.2238166,2.830738,3.0388823,3.0412858,3.08442,3.0977376,3.010222,2.9730008,3.3604283,3.2696087,3.3030887,3.042103,3.4167328
15,3.0," respiratory assessment findings include respiratory effort easy, respirations regular, conversing normally, no signs of distress, no associated cough noted, fever."," respiratory assessment findings include respiratory effort easy, respirations regular, conversing normally, no signs of distress, breath sounds clear, to bilateral lower lobes, neck and chest exam findings include trachea midline, no associated cough noted, fever.",3.8402114,3.5128999,3.4935713,3.5129004,3.5886576,3.1543515,3.49359,3.3387547,3.7022307,3.5460207,3.6595602,3.5460205,3.7022274,3.338755,3.1170213,3.998515,3.860986,3.2024627,3.648858,3.6595614,3.6488578,3.4781592,3.4781568,3.630319,3.5886579,3.1543512,3.1170235,3.8402133,3.630322,3.8609858,3.2024589,3.9985154,3.7691598,3.5774357,3.718568,3.5774364,3.6016533,3.388011,3.7187963,3.7245052,3.7115626,3.7556298,3.949564,3.7556288,3.7114508,3.7599783,3.4140964,3.9879677,3.5267103,3.3526912,3.7838643,3.9495602,3.7838604,3.635804,3.6358042,3.8078651,3.601602,3.388013,3.414197,3.769663,3.7454383,3.5281727,3.3526895,3.987962,3.5785167,3.167559,3.4721167,3.1584382,3.6914506,3.1204135,3.4674828,3.389376,3.632871,3.4011352,3.415387,3.4065747,3.6246965,3.370936,3.4182372,3.906698,3.972012,3.1900585,3.5467353,3.419091,3.545079,3.308036,3.294986,3.6626866,3.7175856,3.1071947,3.4435403,3.8382347,3.9718747,3.9715273,3.2088177,3.9166
16,1.5,advised to call radiation oncology with questions and or concerns.,please page phone number with any questions or concerns.,1.1942987,2.818665,2.592361,2.8186636,2.330109,2.2577393,2.5923214,1.7702395,2.1506705,2.7565331,1.2759014,2.7565339,2.1506696,1.770238,2.3347213,2.3420813,1.3710881,2.288957,2.7471244,1.2759006,2.7471182,3.0391176,3.0391138,1.5005362,2.3301103,2.2577238,2.3347697,1.1942981,1.500537,1.3710935,2.2889593,2.3420825,0.8854164,1.3950065,2.2954657,1.3950036,1.5822154,1.5366964,2.2959378,1.6442565,2.197301,2.7790596,1.1863451,2.7790625,2.1975024,1.5245153,2.392166,1.2871696,1.8088647,1.0837239,2.1358378,1.1863421,2.1358404,1.5279353,1.5279372,1.4660337,1.5822911,1.5367169,2.3927426,0.89366823,1.3896971,1.8086472,1.0837756,1.2871795,1.6351922,1.1265674,1.5613712,1.1240443,1.0764492,1.2573074,1.6454337,1.0234728,1.3760686,1.5775512,1.0712688,1.4948512,1.3631301,1.0439916,0.5851698,1.1263329,1.3799485,1.0943991,1.5539986,1.0848496,1.6382108,0.7186794,0.71350753,0.9196738,1.0862702,1.2676073,0.51662767,1.7370719,1.4640846,1.3789935,1.1401781,1.1740406
17,4.05," educational literature, developmentally age appropriate, provided at today's visit, including caring for your three- to five-year-old   ."," educational literature, developmentally age appropriate, provided at today's visit, including caring for your five- to seven-year-old   .",4.6395507,4.5099425,4.230213,4.509942,4.63233,4.5873384,4.230111,4.609155,4.6162925,4.589335,4.835768,4.5893345,4.6162915,4.6091557,4.1654177,4.9224353,4.476265,4.663244,4.6997724,4.835768,4.6997705,4.64913,4.6491294,4.832625,4.6323295,4.5873375,4.165393,4.6395507,4.832618,4.4762673,4.663243,4.922436,4.59874,4.476664,4.525551,4.476662,4.9721355,4.20429,4.5255466,4.603143,4.6875353,4.5626464,4.6711392,4.5626464,4.6876884,4.5716496,4.571125,4.6460032,4.3076897,4.1824393,4.6193213,4.671147,4.6193137,4.4017467,4.401746,4.694243,4.9720874,4.2042894,4.5713234,4.5935173,4.613458,4.307921,4.182437,4.6460114,4.6269164,4.5816393,4.2567854,4.5793004,4.561595,4.74622,4.2205944,4.308816,4.498031,4.3602686,4.882681,4.345034,4.4955688,4.3184953,4.138185,4.7723484,4.59188,4.770627,4.4534044,4.890798,4.431893,4.68735,4.687001,4.415958,4.563828,4.7457223,4.1654296,4.7217755,4.391137,4.591691,4.765739,4.7757435
18,2.75,the patient has had a chance to have their questions about this procedure answered and wishes to proceed., the patient was instructed to contact me with regard to any questions pertaining to the injection and to inform me of the results in a period of approximately two weeks.,2.781157,2.9009368,2.4458456,2.900936,2.311069,3.0074434,2.4458296,1.930107,2.9875383,1.6854521,2.8778098,1.6854519,2.9875371,1.9301122,1.8630834,2.9229836,3.476077,2.8777037,1.9749411,2.8778102,1.974941,2.9069536,2.906954,2.7899375,2.3110693,3.0074418,1.8631262,2.78117,2.7899475,3.4760761,2.8776984,2.922982,3.0947437,3.137584,2.4073696,3.1375868,3.1193023,3.2398674,2.4089956,2.7961826,2.99083,2.104756,3.1455886,2.104753,2.9907057,2.8225605,2.6432106,3.1800704,3.133854,2.732508,2.8048954,3.145524,2.804897,3.1339867,3.133986,3.2392209,3.1192994,3.2398639,2.6432507,3.0835626,3.184424,3.1339333,2.7325242,3.1800802,3.1062562,2.6532748,3.3273208,2.653858,2.808426,2.4857605,3.3265615,2.865396,3.334197,3.1791687,2.824773,3.212162,3.3056855,2.8635693,3.1295886,3.265745,3.087513,2.5528882,3.541354,2.829494,3.5319574,2.354997,2.3697302,3.4920948,2.8822381,2.5309877,3.1713598,3.2107224,3.3637123,3.0877616,2.5819016,3.2516196
19,4.0,discussed the necessity of other members of the healthcare team participating in the procedure.," informed consent:  i discuss the risks, benefits, alternatives,  and the necessity of other members of the healthcare team participating in the procedure.",4.0994177,4.214491,4.3192735,4.2144904,4.4993076,4.2891645,4.3192825,4.4264693,4.3310437,4.5825286,4.3724723,4.5825286,4.3310437,4.4264684,4.0245047,4.084409,3.9551742,4.428961,4.4692397,4.3724723,4.4692397,4.4101715,4.410171,4.4715905,4.499307,4.2891645,4.024517,4.0994163,4.4715886,3.9551747,4.4289603,4.08441,3.8289897,4.258473,4.3717422,4.258473,4.679461,4.190959,4.371763,4.4906535,4.1728387,4.4359293,4.1534886,4.4359274,4.1728125,4.379682,4.310614,4.2282085,3.8586535,4.2027698,4.3805585,4.153521,4.380563,4.258694,4.258694,4.008021,4.6795673,4.190955,4.3107724,3.8176312,3.973887,3.859192,4.2027674,4.228217,4.2589498,4.615333,3.782355,4.6020284,4.5147767,4.746332,3.8466492,4.4559326,4.431073,4.259061,4.2572927,4.2443686,4.420155,4.4537725,4.1063724,4.3631907,4.1537185,4.6246657,4.008028,4.256666,3.9922178,4.704032,4.708162,4.3218513,4.5384035,4.7346926,4.089095,4.290897,4.3410873,4.1527705,4.631434,4.364495
21,3.4," identified illness as a learning need, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included verbal instructions, patient verbalized an understanding of discharge teaching."," identified illness as a learning need, patients primary language is english, other identified barriers to learning included, age, involved family member or primary caregiver to address barriers to learning, teaching methods used included printed patient instructions, verbal instructions, patient verbalized an understanding of discharge teaching.",3.6235924,3.7633047,3.5226996,3.763304,3.8403587,3.5011775,3.5226896,3.7964907,3.9249709,3.7034538,3.8161535,3.7034535,3.924971,3.7964914,3.2222357,3.8237803,3.5600195,3.4623027,3.874053,3.8161528,3.8740544,3.5740786,3.5740802,3.8568532,3.840359,3.5011787,3.2222192,3.6235907,3.8568435,3.5600185,3.4623017,3.8237808,3.6752586,3.6385942,3.5412467,3.6385922,3.642723,3.4709067,3.5411522,3.6356711,3.6107492,3.4934337,3.7829132,3.493436,3.610629,3.552881,3.3876176,3.761742,3.3703144,3.5797567,3.6236067,3.7829037,3.6236067,3.653345,3.653345,3.7808242,3.6426916,3.470905,3.3876462,3.681262,3.8866134,3.3698967,3.5797591,3.761727,3.2258089,3.2041352,3.4679236,3.1984935,3.4905064,3.322209,3.4625497,3.6070442,3.547732,3.1790776,3.6265972,3.191512,3.5381477,3.5983307,3.1614194,3.7886248,3.0157185,3.3681822,3.4843795,3.6297297,3.47766,3.3279645,3.325914,3.7868276,3.5412126,3.3155801,3.1084669,3.2258544,3.7020164,3.0156991,3.3630586,3.7842
22,3.4," identified illness as a learning need, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included printed patient instructions, patient verbalized an understanding of discharge teaching."," identified illness as a learning need, patients primary language is english, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included verbal instructions.",3.4104464,3.840552,3.4680781,3.8405514,3.8970964,3.6595516,3.468047,3.792441,3.9062455,3.6850061,3.8309712,3.6850064,3.9062464,3.7924414,3.340455,3.9281476,3.4819531,3.6404643,3.7913277,3.8309698,3.7913287,3.7482314,3.7482324,3.9301376,3.897096,3.6595519,3.3404105,3.410446,3.9301252,3.481952,3.640463,3.928148,3.424944,3.624088,3.4499495,3.6240873,3.6073864,3.454197,3.4500263,3.584955,3.5108123,3.222023,3.5711908,3.2220256,3.510555,3.5337744,3.290204,3.6917753,3.0582366,3.5568414,3.4591782,3.5711849,3.459179,3.6093988,3.6094003,3.6330268,3.6073453,3.4541914,3.290316,3.424623,3.5655384,3.0576293,3.5568426,3.6917715,3.2013888,3.1505048,3.4349103,3.1480575,3.222051,3.2929707,3.4611397,3.432325,3.4819758,3.1713283,3.3801198,3.1901846,3.47818,3.426532,3.3708103,3.4581485,3.0365603,3.350587,3.2709782,3.3801284,3.2726598,3.2747233,3.272152,3.543394,3.2589905,3.2894423,3.2785156,3.1718903,3.424157,3.0365036,3.3465722,3.4608917
