pid,label,sent1,sent2,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38,pred39,pred40,pred41,pred42,pred43,pred44,pred45,pred46,pred47,pred48,pred49,pred50,pred51,pred52,pred53,pred54,pred55,pred56,pred57,pred58,pred59,pred60,pred61,pred62,pred63,pred64,pred65,pred66,pred67,pred68,pred69,pred70,pred71,pred72,pred73,pred74,pred75,pred76,pred77,pred78,pred79,pred80,pred81,pred82,pred83,pred84,pred85,pred86,pred87,pred88,pred89,pred90,pred91,pred92,pred93,pred94,pred95
10,3.0," identified illness as a learning need, identified follow-up care as a learning need, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included printed patient instructions, verbal instructions, patient verbalized an understanding of discharge teaching."," patients primary language is english, teaching methods used included printed patient instructions, verbal instructions, patient verbalized an understanding of discharge teaching.",2.775072,3.0101972,3.0985496,3.010198,2.8104928,3.0323763,3.098549,3.105119,2.89554,2.6651688,3.1942682,2.6651676,2.8955383,3.1051188,2.8783884,3.2916152,3.0380652,2.94567,2.7741954,3.194269,2.774197,2.9885256,2.9884949,3.2073693,2.8104923,3.0323758,2.8783886,2.7749739,3.2073734,3.0380654,2.94567,3.2916164,3.2099407,2.8497124,3.244367,2.8497102,3.3341205,2.8699586,3.2443712,3.3459918,3.031574,3.2367969,3.3172162,3.2367983,3.031576,3.3467183,3.3027122,3.6111617,3.2936482,3.0407546,3.3757012,3.317211,3.375701,2.6861968,2.6861973,3.32493,3.3378227,2.8699603,3.3027842,3.209205,3.3151336,3.2932768,3.0407522,3.611148,3.0949082,3.28415,2.7886891,3.2811184,2.7708614,3.022197,2.8081923,3.3108358,2.8439598,2.6720312,3.4751754,2.6755896,2.8786423,3.3090942,2.785188,3.4806292,2.8142164,3.5175152,2.8521278,3.477279,2.8605423,3.3880374,3.3853068,3.046606,2.7530406,3.0211005,2.7925646,3.0434606,2.65255,2.8155334,3.5272799,3.483197
11,3.25," discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure."," informed consent for unsedated bone marrow:  discussed risks, goals, and alternatives to bone marrow aspiration and biopsy, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.",2.993043,3.0531898,3.3869095,3.053188,3.4706306,3.19497,3.3869083,3.4211988,3.93837,2.9292924,3.50966,2.9292936,3.9383721,3.4211977,3.3116958,3.49124,3.0894713,3.19249,2.9535377,3.5096605,2.953537,3.1597886,3.1598217,3.8804014,3.4706316,3.1949701,3.3116944,2.9929993,3.8803976,3.0894728,3.1924899,3.4912403,2.948321,3.0485108,3.5063097,3.0485048,3.0595725,3.2994387,3.5063097,2.9702055,3.1277137,3.176037,3.1134841,3.1760375,3.1277134,2.970579,3.1929326,3.1262999,3.268731,3.4229603,3.5356143,3.11351,3.5356133,3.2583323,3.2583296,2.8851528,3.07657,3.2994382,3.192898,2.9463155,2.9017515,3.2693188,3.422956,3.1263058,3.552394,3.6037984,3.2030509,3.6057036,3.5059125,3.120623,3.252077,3.3231473,3.3292918,3.087947,3.5100722,3.0928316,3.350378,3.313354,3.236735,3.623201,3.1861238,3.4964848,3.4388897,3.5104632,3.4639738,3.6077976,3.6074271,3.6055255,3.5226219,3.1310217,3.2419221,3.5343552,3.1819086,3.186292,3.502501,3.620568
13,5.0,the remainder of a complete comprehensive multi-system review of systems is negative except as above., the remainder of the complete comprehensive multisystem review of systems is negative except as above.,4.5574636,4.8555713,5.2060165,4.8555727,5.1582274,4.839027,5.2060156,5.0858355,4.9097447,5.047126,5.0306377,5.047126,4.9097466,5.0858364,5.0898623,5.1481714,4.719351,4.9753547,4.985999,5.030638,4.985999,5.0289145,5.028932,4.817187,5.1582284,4.8390265,5.0898633,4.5573664,4.817181,4.7193503,4.975355,5.148172,4.788959,4.772396,4.92015,4.772398,5.386727,4.7402234,4.9201584,4.955067,4.748176,5.110726,4.9941063,5.110727,4.7481637,4.953211,5.232489,5.0121613,4.6284,4.891492,4.5136266,4.9940953,4.513626,4.8664804,4.86648,4.9523926,5.403534,4.7402234,5.2324915,4.788273,4.934795,4.629382,4.8914948,5.0121536,5.093385,4.738451,5.1505017,4.7397676,5.378739,4.84014,5.1470547,5.1926355,5.0838394,4.7946243,5.077566,4.788434,5.0813456,5.1751833,4.8939357,5.2657185,5.0194273,4.9589047,4.869641,5.0767903,4.8689837,4.8602095,4.8574357,5.2679005,5.405482,4.8191853,4.911382,5.0937834,5.2586412,5.020716,4.9544077,5.266881
15,3.0," respiratory assessment findings include respiratory effort easy, respirations regular, conversing normally, no signs of distress, no associated cough noted, fever."," respiratory assessment findings include respiratory effort easy, respirations regular, conversing normally, no signs of distress, breath sounds clear, to bilateral lower lobes, neck and chest exam findings include trachea midline, no associated cough noted, fever.",3.657855,3.6199193,3.6186368,3.6199212,3.4842486,3.2891057,3.6186364,3.331496,3.9208586,3.490956,3.377086,3.4909563,3.9208608,3.3315012,3.563669,3.8312075,3.9324682,3.3532937,3.6604996,3.3770864,3.6604989,3.488594,3.4885926,3.7926962,3.484248,3.2891057,3.563667,3.6578393,3.7927,3.9324667,3.3532944,3.8312092,3.424206,3.2898288,3.8568149,3.2898269,3.8520963,3.0720723,3.8568156,3.63063,3.5066013,3.889823,3.6730077,3.8898218,3.506601,3.631319,3.89857,4.0329785,3.3406994,3.2813606,4.020291,3.6730134,4.02029,3.5288608,3.5288613,3.622791,3.8368802,3.072074,3.898581,3.423263,3.611909,3.3442771,3.2813582,4.0329947,3.6469147,3.562,3.4258075,3.563519,3.6401947,3.047951,3.4372447,3.4598653,3.3943052,3.3627942,3.5194829,3.3571744,3.3971984,3.4505997,3.5644062,3.9148407,3.9147274,3.647472,3.5960383,3.5200348,3.6041453,3.7065768,3.7080307,3.5656524,3.6497777,3.0444505,3.5747774,3.6356657,3.2923,3.9157197,3.6373198,3.9218683
16,1.5,advised to call radiation oncology with questions and or concerns.,please page phone number with any questions or concerns.,1.6063558,2.4791737,1.6107779,2.479175,2.3188744,1.7511365,1.6107805,1.809671,2.74684,2.3053184,1.9128013,2.3053167,2.7468424,1.8096769,1.6657876,2.2693326,1.7817,1.8791108,2.3642492,1.9128032,2.3642523,2.8109026,2.810922,2.3908885,2.3188736,1.7511331,1.6657944,1.6063601,2.3908825,1.7816988,1.8791091,2.2693334,0.72095174,0.3899341,2.8175042,0.38993603,2.2856927,1.5528866,2.8175097,2.1159794,1.44294,2.4814494,1.3074797,2.4814572,1.4429631,2.11663,2.5839694,1.2488728,0.9081284,2.1279728,3.0100086,1.3074558,3.0100074,0.4345364,0.43453535,1.9724867,2.2677336,1.5528935,2.58387,0.7222799,2.0036993,0.90785146,2.1279848,1.2488989,1.5342549,1.9104112,1.4550495,1.9253955,0.88058823,0.967802,1.4998624,0.77297497,1.7360392,1.519811,1.4898821,1.5770216,1.7634585,0.83227795,1.0889876,0.75209177,1.5098279,1.316702,1.757816,1.4745624,1.7404745,1.4163742,1.4113134,1.6757567,0.888288,0.92885923,1.022344,1.5818725,0.9774642,1.5109344,1.3079665,0.76708865
18,2.75,the patient has had a chance to have their questions about this procedure answered and wishes to proceed., the patient was instructed to contact me with regard to any questions pertaining to the injection and to inform me of the results in a period of approximately two weeks.,2.805202,2.9655368,2.485203,2.9655366,2.352318,2.7799478,2.4852023,2.3143353,2.333931,2.352243,2.8818488,2.352243,2.3339381,2.3143384,2.7842314,2.9765317,2.6868923,2.5643916,2.4439304,2.8818486,2.4439287,2.718193,2.718239,1.1083438,2.3523202,2.7799509,2.7842364,2.8052442,1.1083556,2.6868937,2.5643914,2.9765348,2.9162521,3.1835074,3.05681,3.1835198,2.7131908,3.0219383,3.0568204,2.917318,2.7803323,2.696459,2.7678578,2.6964684,2.7803376,2.918492,3.0832438,3.0460858,3.258034,3.284355,3.2768893,2.7679129,3.2768884,2.8784146,2.8784127,3.0060089,2.7287405,3.0219371,3.0831795,2.9181209,3.014033,3.259367,3.2843533,3.0460486,3.2708054,3.4251668,3.5231156,3.4246583,3.0334966,2.4179943,3.5709627,2.7605608,2.9425573,3.691575,3.3101737,3.6737099,2.9586,2.734433,3.4485524,3.348255,2.9146085,3.4823284,3.92986,3.3174422,3.9385605,3.2947822,3.285873,3.5348847,3.0295815,2.3941846,3.4484901,3.1538305,2.9898345,2.917799,3.4898536,3.3599026
20,1.5,"i have reviewed the history, physical examination, impression, report, and plan with the team in detail and agree with the documentation outlined in their notes from today.","after reviewing the patient's history, i interviewed the patient with the treatment team, collected additional data, and discussed treatment recommendations.",1.0383701,0.996556,2.2295787,0.9965536,1.8510708,1.1508111,2.2295783,2.0754807,1.7581569,1.1757146,1.3001488,1.175714,1.7581538,2.0754807,2.1759472,1.343199,0.7789382,0.97416264,1.4989944,1.3001502,1.4989932,1.2025319,1.2025586,2.2815819,1.8510704,1.1508108,2.1759512,1.038395,2.2815773,0.7789363,0.9741624,1.3431971,2.2830777,1.6265863,1.0863053,1.6265522,2.6624694,1.3494067,1.086262,2.7653441,2.4040463,1.3418777,2.077828,1.341878,2.4040465,2.765343,1.2084315,2.0533292,1.8563875,1.2398325,2.3103242,2.0778422,2.3103237,1.3540255,1.3540189,2.7288713,2.681046,1.3493967,1.2085013,2.2830043,2.7516232,1.8573804,1.2398293,2.0533555,2.9444811,1.8921462,2.7039807,1.8813784,2.3412988,1.8295665,2.8275306,2.99866,1.6821843,2.1870918,2.0129972,2.1668496,1.6815999,2.9687696,1.5892756,3.0492053,1.8846055,1.3783157,3.168284,2.0109465,3.208007,2.211298,2.189434,3.381311,2.3275256,1.9655653,1.6162283,2.8086627,1.5981517,1.880222,1.3615304,3.0473354
21,3.4," identified illness as a learning need, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included verbal instructions, patient verbalized an understanding of discharge teaching."," identified illness as a learning need, patients primary language is english, other identified barriers to learning included, age, involved family member or primary caregiver to address barriers to learning, teaching methods used included printed patient instructions, verbal instructions, patient verbalized an understanding of discharge teaching.",3.3176308,3.656355,3.7583983,3.656354,3.7252965,3.4326756,3.7583988,3.7098832,4.2158523,3.4948785,3.677775,3.4948795,4.2158537,3.7098854,3.6329656,3.9246974,3.685522,3.3223014,3.6582875,3.6777759,3.6582882,3.669403,3.6694434,4.120825,3.7252977,3.4326754,3.6329691,3.317474,4.1208234,3.685522,3.3223011,3.9246979,3.6128266,3.6725678,3.831865,3.6725676,3.698142,3.3745813,3.8318675,3.6317759,3.6433716,3.6446428,3.626494,3.6446433,3.643374,3.6324759,3.718728,3.7954261,3.4486468,3.5657568,3.796405,3.6265213,3.7964053,3.5800166,3.5800166,3.509263,3.6932764,3.3745792,3.7186718,3.6140997,3.5000348,3.4490857,3.5657544,3.7953963,3.5438352,3.6605747,3.278012,3.6618035,3.1920395,3.1734896,3.2953854,3.6795886,3.3195317,3.2945426,3.6117144,3.2931986,3.3755589,3.6664307,3.3355055,3.7367094,3.3351204,3.8600457,3.481025,3.6194224,3.4881024,3.8297384,3.8259661,3.8588934,3.1922827,3.1841753,3.3329732,3.495239,3.4112146,3.336249,3.8678234,3.7391481
23,3.5," community support resources utilized by the patient family:  women, infants, and children program (wic) and public health."," community support resources utilized by the patient family:  women, infants, and children program (wic), minnesota family investment program (mfip), social worker is involved.",3.570204,3.9925573,3.9197943,3.9925528,3.917265,3.7807844,3.919795,3.764683,4.0273666,3.6158123,3.8462632,3.6158128,4.0273666,3.7646847,3.7603433,4.221608,3.9416006,3.6534355,3.7772462,3.846265,3.777248,3.9891407,3.9891334,3.925924,3.917266,3.7807846,3.760344,3.5702055,3.9259183,3.9416,3.6534352,4.221608,4.0802093,3.8792453,3.640784,3.879244,3.7761657,3.6316738,3.640788,3.5458252,3.819632,3.6597955,3.5202692,3.659795,3.8196294,3.546268,3.61495,4.12506,3.9088519,3.847396,3.766374,3.520275,3.7663736,3.9828548,3.982852,3.609955,3.770521,3.6316757,3.6150534,4.080141,3.6043746,3.9106917,3.8473966,4.125097,3.7026713,3.8045013,3.4670694,3.814602,3.9079251,3.2814693,3.5281456,3.6997464,3.595483,3.351686,3.6897755,3.360212,3.5985315,3.6908138,3.3984413,3.7671008,3.8041067,3.83069,3.5973587,3.6985118,3.6307554,3.855296,3.8549497,3.5664032,3.9357824,3.2635837,3.41021,3.6877592,3.439318,3.7971566,3.831751,3.7639482
24,3.25," patient discharged to home, ambulating without assistance, driving self, unaccompanied, above person(s) verbalized understanding of discharge instructions and follow-up care."," patient discharged to home, ambulating without assistance, accompanied by parent, discharge instructions given to mother, discharge instructions given to father.",3.0524077,3.1178093,3.1319113,3.1178102,3.1553137,3.0893185,3.1319115,3.1275613,3.6776903,2.7649548,3.3742025,2.7649548,3.6776905,3.1275637,2.921945,3.3519273,3.081319,2.9653046,2.915795,3.3742015,2.9157953,3.0118644,3.011848,3.6896331,3.155314,3.0893173,2.9219465,3.0523534,3.689629,3.0813186,2.9653044,3.3519244,3.1761365,3.3688257,3.5393448,3.3688223,3.3620248,3.1032648,3.5393496,3.274863,3.424207,3.5426185,3.3586473,3.5426176,3.4242084,3.2753868,3.5951486,3.638875,3.4209728,3.3096144,3.4314418,3.358656,3.4314415,3.438674,3.438673,3.294161,3.3669791,3.1032658,3.5951245,3.1744912,3.2954226,3.4193747,3.3096194,3.6388407,3.3296666,3.3455694,3.1439528,3.344709,3.0443978,3.2109046,3.1452227,3.309606,3.2252083,2.7354083,3.3531935,2.7393456,3.2235157,3.2862391,3.1055052,3.3894484,2.9311898,3.526256,3.0002174,3.3634906,3.0276322,3.363592,3.3589492,3.3268733,3.0322225,3.2134871,3.1252568,3.300354,2.8563929,2.928914,3.5316951,3.3841
