pid,label,sent1,sent2,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38,pred39,pred40,pred41,pred42,pred43,pred44,pred45,pred46,pred47,pred48,pred49,pred50,pred51,pred52,pred53,pred54,pred55,pred56,pred57,pred58,pred59,pred60,pred61,pred62,pred63,pred64,pred65,pred66,pred67,pred68,pred69,pred70,pred71,pred72,pred73,pred74,pred75,pred76,pred77,pred78,pred79,pred80,pred81,pred82,pred83,pred84,pred85,pred86,pred87,pred88,pred89,pred90,pred91,pred92,pred93,pred94,pred95
14,3.25," no: new confusion or inability to stay alert and awake; feeling like you are going to pass out every time you stand (or sit) up; blue or dusky lips, skin or nail beds; purple or red rash blotches that stay when pressed by a glass (purpural rash); newly stiff or painful neck or puffiness around the eyes"," no: newly stiff or painful neck; purple or red rash blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow or currently struggling to breathe, even while inactive or resting",3.241256,2.6715782,2.5852652,2.6715782,2.9009507,3.0349271,2.5852637,2.8908684,3.0092466,2.531654,3.169467,2.531657,3.0092454,2.8908691,2.5044088,3.278595,3.2870038,3.0446403,2.6928022,3.169466,2.692801,2.8681936,2.868185,3.080241,2.9009502,3.0349174,2.504409,3.2412598,3.0802407,3.2870054,3.0446398,3.2785947,3.1002238,2.8850915,3.017248,2.8850927,3.4559367,2.824595,3.0169182,3.1633112,3.2206147,3.0792449,3.1156354,3.0792446,3.2206156,3.2451935,3.0959287,3.396944,3.2185102,2.7524078,3.2851324,3.113952,3.285132,2.844717,2.8447182,3.1302915,3.4571676,2.8245947,3.0959373,3.1003053,3.1301608,3.218907,2.7523975,3.396797,3.0956237,2.8264265,2.6662593,2.8161526,3.1601844,2.9147346,2.66638,3.0098007,3.140637,2.553151,3.107092,2.548522,3.148543,3.0127048,2.7516484,3.1619916,2.9646163,2.8688574,2.8006902,3.1239877,2.825655,2.8966918,2.898207,3.1727,3.1664834,2.9150286,2.7543461,3.1239765,3.2224767,2.9626305,2.8729737,3.176357
15,3.0," respiratory assessment findings include respiratory effort easy, respirations regular, conversing normally, no signs of distress, no associated cough noted, fever."," respiratory assessment findings include respiratory effort easy, respirations regular, conversing normally, no signs of distress, breath sounds clear, to bilateral lower lobes, neck and chest exam findings include trachea midline, no associated cough noted, fever.",3.9324818,3.407635,3.5990252,3.4076355,3.3558145,3.4901507,3.5990245,3.2249455,3.7144215,3.4641278,3.5410733,3.4641292,3.7144194,3.2249427,3.2929745,3.663181,3.852096,3.5651822,3.7159004,3.5410724,3.715901,3.6334188,3.6334171,3.5726485,3.3558135,3.490128,3.2929754,3.9324887,3.5726478,3.8520951,3.565181,3.6631804,3.6078174,3.359807,3.490445,3.3598065,3.7763445,3.2338996,3.4903748,3.556955,3.7535715,3.584627,3.6673274,3.5846305,3.7535846,3.7650166,3.5035064,4.157882,3.4014752,3.1108425,3.8985317,3.6651194,3.898532,3.5026443,3.5026424,3.8800542,3.7767327,3.2339022,3.5034978,3.6107574,3.8796277,3.4013891,3.1108367,4.158546,3.6522088,3.0217004,3.6547418,3.0316036,3.4161062,3.05874,3.6713843,3.251664,3.5412638,3.4795618,3.3336399,3.4778454,3.5529613,3.253264,3.427887,3.6867723,3.4122376,3.2132692,3.599119,3.339802,3.6089952,3.2260833,3.2080786,3.1682734,3.4196208,3.046194,3.4266336,3.6543338,3.162712,3.4238222,3.2304697,3.691416
16,1.5,advised to call radiation oncology with questions and or concerns.,please page phone number with any questions or concerns.,0.68468046,2.6460962,2.0414462,2.6460934,2.5418131,1.5156227,2.0414462,1.4658386,2.2518253,2.9678066,1.0311811,2.9678082,2.251827,1.4658413,1.9462913,1.9956275,1.5415957,1.6860425,2.878417,1.0311782,2.8784194,2.953009,2.9530056,1.9113365,2.5418134,1.5156103,1.9462881,0.6846626,1.9113362,1.541597,1.686042,1.9956282,1.7999151,1.0675864,2.1655405,1.0675889,1.4273355,1.4951934,2.1643775,1.7737739,1.1897,1.1770339,0.8425983,1.1770321,1.1897111,1.4468639,2.2116394,0.8526629,1.28999,1.7038437,1.9847649,0.8481365,1.9847629,1.0703443,1.0703499,0.73215836,1.429576,1.4952171,2.2116406,1.7962282,0.7315261,1.2897985,1.7038552,0.85664755,1.1528032,0.85405356,0.23251297,0.87065285,0.36301687,0.7966578,0.3913466,0.41874003,1.4893383,0.7901065,1.3910927,0.78579617,1.5319118,0.42858088,0.6198707,1.272865,1.211386,0.7230805,1.4980774,1.4542806,1.3888396,0.6573556,0.66099244,0.24677275,0.36818168,0.79881734,0.6147065,1.1555879,0.25915954,1.2298906,0.7405246,1.2893732
17,4.05," educational literature, developmentally age appropriate, provided at today's visit, including caring for your three- to five-year-old   ."," educational literature, developmentally age appropriate, provided at today's visit, including caring for your five- to seven-year-old   .",4.6772213,4.4193907,4.4673657,4.41939,4.433397,4.4035234,4.4673653,4.4560523,4.499199,4.4534764,4.6834564,4.4534764,4.499199,4.456057,4.432917,4.726977,4.672001,4.4332805,4.598074,4.6834574,4.598075,4.4674425,4.4674478,4.609968,4.433397,4.4035134,4.4329166,4.677221,4.6099668,4.672001,4.433281,4.7269773,4.6147785,4.4721756,4.96271,4.472176,4.932225,4.4584737,4.962228,4.649385,4.7405953,4.8410497,4.5181336,4.8410487,4.740543,4.5739756,4.185335,4.658015,4.3467484,4.4682417,4.8171263,4.5142956,4.8171253,4.5666666,4.566667,4.57185,4.9302125,4.4584723,4.185336,4.6145315,4.571815,4.346948,4.468235,4.658744,4.345093,4.4132333,4.172694,4.4127574,4.451246,4.312944,4.207891,4.2083077,4.3520885,4.2600555,4.5669093,4.2635093,4.3264837,4.218229,4.229561,4.717763,4.113946,4.4259124,4.3655396,4.5558414,4.3949385,4.558586,4.5617814,4.3169456,4.459201,4.3002577,4.227432,4.3171434,4.2668552,4.1125894,4.432984,4.7152615
19,4.0,discussed the necessity of other members of the healthcare team participating in the procedure.," informed consent:  i discuss the risks, benefits, alternatives,  and the necessity of other members of the healthcare team participating in the procedure.",3.9896889,4.102895,4.2780595,4.1028953,4.487049,4.22589,4.2780604,4.2943196,4.361366,4.377787,4.197444,4.3777857,4.361366,4.294319,4.2920523,4.1191626,4.00531,4.305238,4.3490224,4.1974406,4.3490224,4.371654,4.3716483,4.3913,4.4870496,4.225867,4.2920523,3.989687,4.3912997,4.00531,4.3052382,4.1191616,3.9691606,4.214055,4.269506,4.2140555,4.674918,4.200316,4.2700386,4.250916,4.4489527,4.3411317,4.2849956,4.341131,4.448941,4.0056458,4.055224,4.2495174,4.092074,4.235854,4.4723954,4.2850585,4.472397,4.2579083,4.2579074,4.021074,4.6752143,4.2003202,4.0552225,3.9706542,4.021852,4.092004,4.2358575,4.249074,4.2978683,4.50822,4.113936,4.501875,4.513847,4.3641214,4.134766,4.7618012,4.508528,4.336398,4.347425,4.338231,4.5157204,4.762735,4.4698715,4.300064,4.2907066,4.532131,4.353143,4.346305,4.3379235,4.622577,4.6207666,4.295693,4.5197196,4.3641806,4.460876,4.3297215,4.2034783,4.2941103,4.5264406,4.2958064
20,1.5,"i have reviewed the history, physical examination, impression, report, and plan with the team in detail and agree with the documentation outlined in their notes from today.","after reviewing the patient's history, i interviewed the patient with the treatment team, collected additional data, and discussed treatment recommendations.",1.4451174,1.3711447,1.5772765,1.3711461,1.2227588,1.7302314,1.5772781,1.4063904,1.25032,1.4135898,1.7673576,1.4135911,1.2503222,1.4063811,1.536821,1.9195249,1.5275117,1.8616768,1.4434987,1.7673573,1.4434959,1.7981865,1.798174,1.5091543,1.2227582,1.7302403,1.5368173,1.445128,1.5091536,1.5275105,1.8616757,1.9195234,1.9806627,1.6025009,1.8795942,1.6025021,2.1883588,1.4436758,1.8775845,1.8658317,2.2401795,2.1762788,2.3664517,2.1762784,2.2401597,1.9827927,2.451401,2.1279233,2.6678777,1.323543,2.1672833,2.371878,2.1672854,1.3840945,1.3840959,1.5013602,2.1892428,1.4436699,2.4513981,1.97765,1.5036352,2.667608,1.3235623,2.1275935,1.542788,0.7057291,0.68142086,0.69480586,1.275306,0.783892,0.71465445,1.8073666,0.89806324,0.6822665,1.3588276,0.67256033,0.9230011,1.6650103,1.8726604,1.3632474,1.3700835,0.9291084,0.59793717,1.3702569,0.6080101,0.71557283,0.65374184,0.9913591,1.2927674,0.81126,1.8803717,1.519115,1.0633401,1.3586931,0.9315172,1.3796551
21,3.4," identified illness as a learning need, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included verbal instructions, patient verbalized an understanding of discharge teaching."," identified illness as a learning need, patients primary language is english, other identified barriers to learning included, age, involved family member or primary caregiver to address barriers to learning, teaching methods used included printed patient instructions, verbal instructions, patient verbalized an understanding of discharge teaching.",3.5532544,3.498344,3.4044747,3.4983437,3.5772913,3.6139634,3.404475,3.566433,3.6472583,3.3577971,3.59681,3.357793,3.647258,3.5664363,3.198679,3.71706,3.5725973,3.5953882,3.5287874,3.596808,3.528786,3.7695966,3.769589,3.5581555,3.577292,3.6139336,3.19868,3.5532537,3.5581563,3.5725975,3.5953884,3.7170599,3.4949098,3.3463345,3.3530114,3.3463326,3.6108851,3.2551024,3.353271,3.282428,3.4146497,3.5949395,3.7467067,3.59494,3.4146452,3.2872808,3.4521103,3.7835073,3.4039035,3.2145422,3.6461844,3.7448838,3.646185,3.2250237,3.2250175,3.5071838,3.6119952,3.255103,3.4521089,3.4989393,3.5073686,3.4036396,3.2145424,3.784109,3.238787,3.021568,3.2505596,3.0170658,3.25002,3.0362198,3.2526011,3.2388847,3.1809657,3.1684315,3.6499453,3.169427,3.1883762,3.2240636,3.2851615,3.5067637,2.9720883,3.132755,3.2066712,3.6460652,3.2276804,3.0980759,3.0970082,3.2902875,3.257103,3.0370135,3.282014,3.2514987,3.343139,2.9781363,3.1419468,3.5147111
22,3.4," identified illness as a learning need, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included printed patient instructions, patient verbalized an understanding of discharge teaching."," identified illness as a learning need, patients primary language is english, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included verbal instructions.",3.5498335,3.599987,3.4957352,3.5999868,3.6354384,3.7775931,3.4957366,3.524924,3.6802726,3.434487,3.6741912,3.4344864,3.6802723,3.524929,3.275128,3.8351567,3.6373951,3.8364427,3.571855,3.6741893,3.571856,3.9065897,3.906589,3.5426364,3.6354382,3.7775629,3.275129,3.5498374,3.5426364,3.6373956,3.8364444,3.8351572,3.2515423,3.0936375,3.0683656,3.0936368,3.5932589,3.159465,3.068082,3.6462483,3.2969093,3.3592017,3.4512038,3.3592029,3.2969038,3.4629047,3.1612697,3.4846668,2.9915776,3.1744707,3.3289227,3.4499712,3.328922,3.126841,3.1268365,3.346233,3.594605,3.1594656,3.1612637,3.2547562,3.346575,2.991711,3.1744528,3.4846516,3.0043578,2.8131588,3.1272128,2.8029094,3.129571,2.9875867,3.149247,3.081775,3.2065268,3.039047,3.325294,3.0391555,3.20839,3.0804675,3.194132,3.2418323,2.9126716,3.156637,3.057803,3.329719,3.071107,3.018818,3.0242336,3.0994508,3.134818,2.988177,3.1929586,3.0033302,3.0956964,2.9170096,3.1625912,3.241461
24,3.25," patient discharged to home, ambulating without assistance, driving self, unaccompanied, above person(s) verbalized understanding of discharge instructions and follow-up care."," patient discharged to home, ambulating without assistance, accompanied by parent, discharge instructions given to mother, discharge instructions given to father.",3.2758126,3.2121565,3.0397146,3.2121568,3.2145412,3.3924556,3.0397139,3.311486,3.075412,2.6697447,3.226882,2.669742,3.0754123,3.3114903,2.7227821,3.3613718,3.2371182,3.2763119,2.8475,3.2268808,2.8475013,3.1536083,3.1536052,3.2059834,3.2145414,3.392441,2.7227814,3.2758126,3.2059827,3.2371178,3.2763119,3.3613727,3.300648,3.4525173,3.4109805,3.4525177,3.6614854,3.364435,3.4112053,3.4530933,3.197192,3.41616,3.5081422,3.4161608,3.1971865,3.2814934,2.9941418,3.3153846,2.9300218,3.368554,3.4016645,3.5103726,3.4016638,3.4973814,3.49738,3.3537934,3.6621726,3.3644354,2.9941404,3.3021767,3.354024,2.929826,3.368551,3.315807,3.2147372,3.0752444,3.0968907,3.0745933,3.2502227,3.162539,3.1195412,3.1641886,3.1428921,2.719339,3.3056548,2.7251284,3.1328733,3.1503263,2.9351513,3.2795744,3.0939932,3.1162317,2.8402994,3.3152695,2.8524249,3.0110626,3.004705,3.3493476,3.2561288,3.1596987,2.9354854,3.212363,3.405003,3.0974262,3.1194344,3.2819006
25,1.0,tylenol tablet 2 tablets by mouth as needed.,furosemide  lasix  40 mg tablet 1 tablet by mouth two times a day.,1.3245116,1.8555392,1.3577644,1.8555387,1.6347692,1.7815561,1.3577651,1.6207225,1.7051468,1.3990465,1.8291255,1.3990481,1.705147,1.620713,1.2741305,2.0850482,1.775599,1.7418532,1.650415,1.8291279,1.6504152,1.8719469,1.8719525,1.7231746,1.6347696,1.7815323,1.274131,1.3245146,1.7231742,1.7755958,1.7418528,2.0850472,1.9022584,1.5525684,1.4191152,1.5525678,1.7697307,1.4129939,1.4178785,1.8131988,1.7419353,1.6003319,1.9741081,1.6003283,1.7419441,1.8527226,1.949147,1.941539,1.8297644,1.6442922,1.5475463,1.9742805,1.547548,1.7385365,1.7385385,1.8071514,1.7681447,1.4129869,1.9491521,1.9007884,1.8079184,1.8298275,1.6443259,1.9413044,1.6898717,1.5548023,1.4434863,1.5495137,1.6136805,1.5686324,1.5470989,1.5433692,1.5360314,1.2600951,1.905248,1.2621697,1.4926,1.5187498,1.2183293,1.927702,1.5642369,1.7334776,1.4444302,1.9006075,1.4585803,1.7414272,1.7443837,1.4682027,1.6165066,1.5750855,1.2060997,1.6961414,1.4573358,1.5699749,1.7324543,1.9283586
